acc_index,Binomial,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
1825,Cyanoptila_cyanomelana,DQ365019,NA,GU358791,NA,NA,NA,NA,GU358987,GU358723,HM633709
1826,Cyanoramphus_auriceps,AF218759,EU621611,EU327615,NA,GQ505213,NA,NA,NA,NA,NA
1827,Cyanoramphus_forbesi,AF218763,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,Cyanoramphus_malherbi,AF218756,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,Cyanoramphus_novaezelandiae,AF218762,NA,NA,NA,GQ505212,NA,NA,NA,NA,NA
1830,Cyanoramphus_unicolor,AF218764,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,Cyclarhis_gujanensis,AY030107,AY030174,AY030129,AY030153,NA,NA,NA,EU380473,NA,EU380435
1832,Cyclopsitta_diophthalma,NA,EU621612,EU327616,NA,NA,NA,NA,NA,NA,NA
1833,Cygnus_atratus,FJ379295,FJ379295,FJ379295,FJ379295,NA,NA,NA,NA,NA,NA
1834,Cygnus_buccinator,AY509690,AY666404,NA,NA,NA,NA,NA,NA,NA,NA
1835,Cygnus_columbianus,DQ083161,DQ083161,DQ083161,DQ083161,NA,NA,NA,NA,NA,NA
1836,Cygnus_cygnus,EU585643,EF515739,EU585706,NA,NA,NA,NA,NA,NA,NA
1837,Cygnus_melancoryphus,EU585644,FJ027489,EU585707,NA,NA,NA,NA,NA,NA,NA
1838,Cygnus_olor,EU585645,AY666245,EU585708,NA,NA,NA,NA,NA,NA,NA
1839,Cymbilaimus_lineatus,EF030315,NA,EF030283,EF030221,FJ461169,NA,EF030192,NA,NA,NA
1840,Cymbilaimus_sanctaemariae,NA,NA,HM449838,NA,NA,NA,NA,NA,NA,NA
1841,Cymbirhynchus_macrorhynchos,NA,NA,NA,NA,DQ320621,NA,NA,AY336592,AY338736,DQ785932
1842,Cynanthus_latirostris,NA,NA,EU418751,NA,NA,NA,NA,NA,NA,NA
1843,Cynanthus_sordidus,NA,NA,EU418753,NA,NA,NA,NA,NA,NA,NA
1844,Cyornis_banyumas,EF081352,EF422244,NA,NA,NA,NA,NA,NA,HM633570,HM633710
1845,Cyornis_concretus,HM633288,NA,NA,NA,NA,NA,NA,NA,HM633571,HM633711
1846,Cyornis_hainanus,NA,EU541453,NA,NA,NA,NA,NA,NA,NA,NA
1847,Cyornis_poliogenys,HM633289,NA,NA,NA,NA,NA,NA,NA,HM633572,NA
1848,Cyornis_rubeculoides,HM633290,NA,GU358792,NA,NA,NA,NA,GU358988,GU358724,HM633712
1849,Cyornis_rufigastra,NA,EU541452,NA,NA,NA,NA,NA,NA,NA,NA
1850,Cyornis_unicolor,HM633291,NA,NA,NA,NA,NA,NA,NA,HM633574,NA
1851,Cyphorhinus_arada,AY352527,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,Cypseloides_niger,AY294480,NA,AY294542,NA,NA,NA,NA,NA,NA,NA
1853,Cypsiurus_balasiensis,AY294472,NA,AY294534,NA,NA,NA,NA,NA,NA,NA
1854,Cypsiurus_parvus,AY294473,NA,AY294535,NA,NA,NA,NA,NA,NA,NA
1855,Cypsnagra_hirundinacea,AF006226,NA,AY115434,NA,NA,NA,NA,NA,NA,NA
1856,Cyrtonyx_montezumae,AF068192,NA,AY952748,NA,NA,NA,AY952655,AY952722,NA,NA
1857,Dacelo_gaudichaud,NA,NA,DQ111863,NA,DQ111824,NA,NA,NA,NA,NA
1858,Dacelo_leachii,NA,NA,DQ111865,NA,DQ111826,NA,NA,NA,NA,NA
1859,Dacelo_novaeguineae,FJ499002,NA,DQ111864,NA,DQ111825,NA,NA,NA,NA,NA
1860,Dacnis_cayana,GU215305,NA,EF529847,NA,NA,NA,NA,NA,NA,NA
1861,Dacnis_venusta,FJ799874,NA,FJ799840,NA,NA,NA,NA,NA,NA,NA
1862,Damophila_julie,NA,NA,EU042545,NA,NA,NA,EU042381 extraction (reversed),NA,NA,GU166987
1863,Daption_capense,AF076046,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Daptrius_ater,U83309,NA,NA,NA,AY461397,EU739244,EU739404 extraction,NA,EU739954,NA
1865,Dasycrotapha_speciosa,NA,NA,FJ460789,FJ460857,NA,NA,NA,NA,NA,NA
1866,Deconychura_longicauda,AY442989,NA,GU215367,NA,FJ461158,EF212049,NA,NA,AY442963,EF212097
1867,Delichon_dasypus,AY825986,GQ481692,AY826044,NA,NA,NA,AY827450 - beta-fibrinogen intron 7,NA,NA,NA
1868,Delichon_nipalense,AY825987,NA,AY826045,NA,NA,NA,NA,NA,NA,NA
1869,Delichon_urbicum,DQ008517,GQ481694,AY826043,NA,NA,NA,AY827449 - beta-fibrinogen intron 7,NA,DQ008568,EU680721
1870,Delothraupis_castaneoventris,AY383097,NA,AY383170,NA,NA,NA,NA,NA,NA,NA
1871,Deltarhynchus_flammulatus,NA,NA,NA,NA,NA,NA,NA,EU231699,EU231797,EU231900
1872,Dendragapus_obscurus,AF230178,DQ433564,AF222549,NA,NA,NA,NA,NA,NA,NA
1873,Dendrexetastes_rufigula,AY443001,NA,AY089839,AY089902,FJ461163,GQ140110,GQ906729,GQ140174,AY442973,GQ140020
1874,Dendrocincla_anabatina,GU215176,EU442298,GU215368,NA,GU215446,NA,NA,NA,NA,NA
1875,Dendrocincla_fuliginosa,AY065713,NA,GU215370,AY489537,AY065742,GQ140111,AY489439,GQ140175,AY065770,GQ140021
1876,Dendrocincla_homochroa,DQ364138,NA,GU215377,NA,GU215454,NA,NA,NA,NA,NA
1877,Dendrocincla_merula,AY442986,NA,GU215378,NA,GU215455,GQ140112,NA,GQ140176,AY442960,GQ140022
1878,Dendrocincla_turdina,GU215185,FJ027492,GU215379,NA,GU215456,NA,NA,NA,NA,NA
1879,Dendrocincla_tyrannina,AY442985,NA,GU215380,NA,GU215457,EF212050,NA,NA,AY442959,EF212098
1880,Dendrocitta_formosae,DQ912600,NA,DQ912617,NA,NA,NA,DQ912655 - intron 7,NA,NA,NA
1881,Dendrocolaptes_certhia,AY089817,NA,AY089856,AY089917,FJ461166,GQ140113,EU739405 extraction,GQ140177,EU739955,GQ140023
1882,Dendrocolaptes_picumnus,AF082052,NA,AY370605,NA,NA,NA,NA,NA,NA,NA
1883,Dendrocolaptes_platyrostris,AY442990,FJ027493,NA,NA,NA,GQ140114,NA,GQ140178,AY442964,GQ140024
1884,Dendrocolaptes_sanctithomae,EF212895,NA,GU215381,GQ922587,NA,NA,GQ906732,NA,NA,NA
1885,Dendrocopos_canicapillus,AF389309,AF394279,DQ361303,NA,NA,NA,AF394312,NA,DQ352419,NA
1886,Dendrocopos_hyperythrus,DQ479258,NA,DQ479169,NA,NA,NA,DQ479207,NA,NA,NA
1887,Dendrocopos_kizuki,AF389310,AF394280,NA,NA,NA,NA,AF394314,NA,NA,NA
1888,Dendrocopos_leucotos,AF389312,AF394283,DQ188168,NA,NA,NA,AF394315,NA,DQ188142,NA
1889,Dendrocopos_macei,NA,NA,DQ361296,NA,NA,NA,DQ352395,NA,DQ352438,NA
1890,Dendrocopos_maculatus,AF389315,AF394285,NA,NA,NA,NA,AF394318,NA,NA,NA
1891,Dendrocopos_mahrattensis,NA,NA,DQ361280,NA,NA,NA,DQ352405,NA,DQ352426,NA
1892,Dendrocopos_major,DQ479259,AF394286,DQ479170,AF431028,AF295186,NA,AF394319,NA,DQ188153,NA
1893,Dendrocopos_medius,NA,GQ481713,DQ361294,NA,NA,NA,DQ352388,NA,DQ352422,NA
1894,Dendrocopos_minor,AF389319,AF394289,DQ188180,NA,NA,NA,AF394321,NA,DQ188154,NA
1895,Dendrocopos_moluccensis,NA,NA,AY625192,NA,NA,NA,NA,NA,NA,NA
1896,Dendrocopos_noguchii,AY701060,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,Dendrocopos_syriacus,AY701063,FJ465319,NA,NA,NA,NA,NA,NA,NA,NA
1898,Dendrocygna_arborea,NA,U97736,NA,NA,NA,NA,NA,NA,NA,NA
1899,Dendrocygna_arcuata,AF082061,U97739,U97735,AF076301,NA,NA,NA,NA,NA,NA
1900,Dendrocygna_autumnalis,AF173771,DQ433566,NA,NA,NA,NA,NA,NA,NA,NA
1901,Dendrocygna_bicolor,EU585646,U97732,EU585709,NA,NA,NA,AY695133,NA,NA,NA
1902,Dendrocygna_eytoni,EU585647,U97733,EU585710,NA,NA,NA,NA,NA,NA,NA
1903,Dendrocygna_guttata,AF173770,U97734,NA,NA,NA,NA,NA,NA,NA,NA
1904,Dendrocygna_javanica,FJ379296,FJ379296,FJ379296,FJ379296,NA,NA,NA,NA,NA,NA
1905,Dendrocygna_viduata,EU585649,FJ027500,EU585712,NA,NA,NA,NA,NA,NA,NA
1906,Dendroica_adelaidae,AF256504,AF018105,AF256492,NA,NA,GU931965,NA,NA,GU932285,NA
1907,Dendroica_angelae,AY216843,NA,GU932074,NA,NA,GU931967,NA,NA,GU932288,NA
1908,Dendroica_caerulescens,AY216833,DQ434561,AY650188,NA,NA,GU931968,NA,NA,GU932289,NA
1909,Dendroica_castanea,AY216835,DQ434563,AY650183,NA,NA,EU815697,NA,NA,GU932290,NA
1910,Dendroica_cerulea,EU815676,DQ432885,AY650193,NA,NA,EU815698,NA,NA,GU932291,NA
1911,Dendroica_chrysoparia,NA,NA,EU815773,NA,NA,NA,NA,NA,NA,NA
1912,Dendroica_coronata,AY030120,DQ432886,AY030146,AY030166,NA,GU931971,NA,NA,GU932292,NA
1913,Dendroica_discolor,AY216830,AY666446,AY650214,NA,NA,EU815700,NA,NA,GU932294,NA
1914,Dendroica_dominica,AY216838,DQ434567,AY650224,NA,NA,GU931974,NA,NA,GU932295,NA
1915,Dendroica_fusca,AY340208,DQ434568,AY650185,NA,NA,EU815702,NA,NA,GU932300,NA
1916,Dendroica_graciae,EU815680,DQ433573,AY650198,NA,NA,EU815703,NA,NA,GU932301,NA
1917,Dendroica_kirtlandii,EU815681,DQ432892,EU815769,NA,NA,EU815704,NA,NA,GU932302,NA
1918,Dendroica_magnolia,AY216837,DQ434569,AY650205,NA,NA,GU931982,NA,NA,GU932303,NA
1919,Dendroica_nigrescens,EU815683,DQ433579,AY650190,NA,NA,EU815706,NA,NA,GU932304,NA
1920,Dendroica_occidentalis,EU815684,DQ433584,EU815770,NA,NA,EU815707,NA,NA,GU932305,NA
1921,Dendroica_palmarum,AY216834,DQ434570,EU815771,NA,NA,EU815708,NA,NA,GU932306,NA
1922,Dendroica_pensylvanica,AY216828,AY666226,AY650194,NA,NA,EU815709,NA,NA,GU932307,NA
1923,Dendroica_petechia,AF382996,DQ434577,AF383112,NA,NA,EU815710,NA,NA,GU932308,NA
1924,Dendroica_pharetra,AY216844,AF018117,GU932095,NA,NA,NA,NA,NA,GU932309,NA
1925,Dendroica_pinus,AF383027,DQ433587,AF383143,NA,NA,EU815711,NA,NA,GU932310,NA
1926,Dendroica_pityophila,GU932394,AF018116,GU932097,NA,NA,GU931990,NA,NA,GU932311,NA
1927,Dendroica_plumbea,GU932395,AF018135,GU932098,NA,NA,GU931991,NA,NA,GU932312,NA
1928,Dendroica_striata,AY216836,DQ434580,AF290136,NA,NA,EU815712,NA,NA,GU932313,NA
1929,Dendroica_tigrina,AF256505,AY666594,AF383118,NA,NA,GU931993,NA,NA,GU932314,NA
1930,Dendroica_townsendi,EU815690,DQ434583,FJ374105,NA,NA,EU815714,NA,NA,GU932315,NA
1931,Dendroica_virens,AY216841,DQ434584,AY650189,NA,NA,GU931995,NA,NA,GU932316,EU325828
1932,Dendroica_vitellina,AY481592,AY481597,AY481595,NA,NA,GU931996,NA,NA,GU932317,NA
1933,Francolinus_sephaena,AM236894,NA,DQ768275,NA,NA,NA,NA,NA,NA,NA
1934,Dendropicos_fuscescens,AF389334,AF394303,DQ361288,NA,NA,NA,AF394334,NA,DQ352450,NA
1935,Dendroplex_picus,AY089802,NA,AY089862,AY089911,FJ461167,NA,NA,NA,NA,NA
1936,Deroptyus_accipitrinus,AY283499,EU621613,DQ143305,NA,DQ143338,NA,NA,NA,NA,NA
1937,Dicaeum_aeneum,FJ487853,FJ473228,GQ145285,GQ145243,AY443282,NA,NA,NA,NA,NA
1938,Dicaeum_agile,NA,NA,GQ145306,GQ145264,NA,NA,NA,NA,NA,NA
1939,Dicaeum_anthonyi,NA,NA,GQ145283,GQ145241,NA,NA,NA,NA,NA,NA
1940,Dicaeum_aureolimbatum,FJ487784,FJ473172,GQ145288,GQ145246,NA,NA,NA,NA,NA,NA
1941,Dicaeum_australe,FJ487649,FJ473059,GQ145305,GQ145263,AY228013,EU680642,NA,NA,AY228294,EU680722
1942,Dicaeum_bicolor,NA,NA,GQ145284,GQ145242,NA,NA,NA,NA,NA,NA
1943,Dicaeum_celebicum,NA,NA,GQ145289,GQ145247,NA,NA,NA,NA,NA,NA
1944,Dicaeum_chrysorrheum,NA,NA,GQ145277,GQ145235,NA,NA,NA,NA,NA,NA
1945,Dicaeum_concolor,NA,NA,GQ145297,GQ145255,NA,NA,NA,NA,NA,NA
1946,Dicaeum_cruentatum,NA,NA,GQ145278,GQ145236,NA,NA,NA,NA,NA,NA
1947,Dicaeum_everetti,NA,NA,GQ145307,GQ145265,NA,NA,NA,NA,NA,NA
1948,Dicaeum_eximium,NA,NA,GQ145303,GQ145261,NA,NA,NA,NA,NA,NA
1949,Dicaeum_geelvinkianum,NA,NA,GQ145279,GQ145237,NA,NA,NA,NA,NA,NA
1950,Dicaeum_hirundinaceum,FJ487860,FJ473233,GQ145267,GQ145225,NA,NA,NA,NA,NA,NA
1951,Dicaeum_hypoleucum,FJ487863,FJ473237,GQ145286,GQ145244,NA,NA,NA,NA,NA,NA
1952,Dicaeum_igniferum,NA,NA,GQ145287,GQ145245,NA,NA,NA,NA,NA,NA
1953,Dicaeum_ignipectus,NA,NA,GQ145304,GQ145262,NA,NA,NA,NA,NA,NA
1954,Dicaeum_melanoxanthum,NA,NA,GQ145270,GQ145228,AY056990,NA,NA,NA,NA,NA
1955,Dicaeum_monticolum,NA,NA,GQ145299,GQ145257,NA,NA,NA,NA,NA,NA
1956,Dicaeum_nigrilore,NA,NA,GQ145296,GQ145254,NA,NA,NA,NA,NA,NA
1957,Dicaeum_pectorale,NA,NA,DQ468978,NA,NA,NA,NA,NA,NA,NA
1958,Dicaeum_pygmaeum,NA,NA,GQ145302,GQ145260,NA,NA,NA,NA,NA,NA
1959,Dicaeum_sanguinolentum,NA,NA,GQ145281,GQ145239,NA,NA,NA,NA,NA,NA
1960,Dicaeum_trigonostigma,AF290138,EU541455,AY136609,GQ145224,NA,NA,NA,NA,NA,NA
1961,Dicaeum_tristrami,NA,NA,GQ145300,GQ145258,NA,NA,NA,NA,NA,NA
1962,Dichrozona_cincta,AY676962,NA,EF640010,EF640077,FJ461184,EF639878,NA,AY677059,AY677009,NA
1963,Dicrurus_adsimilis,EF449740,NA,EF449644,NA,AY056991,NA,NA,NA,EF449724,NA
1964,Dicrurus_aeneus,EF449759,NA,EF449649,NA,NA,NA,NA,NA,EF449721,NA
1965,Dicrurus_aldabranus,EF449760,NA,EF449666,NA,NA,NA,NA,NA,EF449728,NA
1966,Dicrurus_annectans,EF449767,NA,EF449672,NA,NA,NA,NA,NA,EF449718,NA
1967,Dicrurus_atripennis,EF449765,NA,EF449670,NA,NA,NA,NA,NA,EF449719,NA
1968,Dicrurus_balicassius,EF449768,NA,EF449674,NA,NA,NA,NA,NA,EF449722,NA
1969,Dicrurus_bracteatus,EF449756,NA,EF052784,NA,FJ821049,NA,NA,EF052813,FJ821084,EU272113
1970,Dicrurus_forficatus,EF449745,NA,EF449650,NA,NA,NA,NA,NA,EF449720,NA
1971,Dicrurus_fuscipennis,EF449752,NA,EF449656,NA,NA,NA,NA,NA,EF449737,NA
1972,Dicrurus_hottentottus,EF113121,EF422250,EF449662,GQ145422,AY443283,GQ145351,NA,NA,EF449723,NA
1973,Dicrurus_leucophaeus,EF449755,NA,EF449675,NA,NA,NA,NA,EU726204,EF449727,EU726222
1974,Dicrurus_ludwigii,EF449742,NA,EF449647,NA,NA,NA,NA,NA,EF449729,NA
1975,Dicrurus_macrocercus,GU253469,NA,EF449652,NA,NA,NA,NA,NA,EF449733,GU253661
1976,Dicrurus_megarhynchus,EF449770,NA,EF449673,NA,NA,NA,NA,NA,EF449711,NA
1977,Dicrurus_modestus,EF449754,NA,EF449659,NA,NA,NA,NA,NA,EF449734,NA
1978,Dicrurus_paradiseus,AF096473,NA,EF449661,NA,NA,AY529984,NA,DQ406660,EF449735,NA
1979,Dicrurus_remifer,EF449749,NA,EF449669,NA,NA,NA,NA,NA,EF449708,NA
1980,Dicrurus_waldenii,EF449762,NA,EF449667,NA,NA,NA,NA,NA,EF449709,NA
1981,Didunculus_strigirostris,AF483343,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,Diglossa_albilatera,EU647893,NA,EU647926,NA,NA,NA,NA,NA,NA,NA
1983,Diglossa_baritula,EF529960,NA,EF529848,NA,NA,NA,NA,NA,NA,NA
1984,Diglossa_brunneiventris,EU647896,NA,EU647928,NA,NA,NA,NA,NA,NA,NA
1985,Diglossa_caerulescens,EU647908,NA,EU647941,NA,NA,NA,NA,NA,NA,NA
1986,Diglossa_carbonaria,EU647897,NA,AF447275,NA,NA,NA,NA,NA,NA,NA
1987,Diglossa_cyanea,EU647909,NA,EU647942,NA,NA,NA,NA,NA,NA,NA
1988,Diglossa_duidae,EU647898,NA,EU647931,NA,NA,NA,NA,NA,NA,NA
1989,Diglossa_glauca,EU647910,NA,EU647943,NA,NA,NA,NA,NA,NA,NA
1990,Diglossa_gloriosa,EU647899,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Diglossa_gloriosissima,EU647900,NA,EU647932,NA,NA,NA,NA,NA,NA,NA
1992,Diglossa_humeralis,EU647901,NA,EU647933,NA,NA,NA,NA,NA,NA,NA
1993,Diglossa_indigotica,EU647911,NA,EU647944,NA,NA,NA,NA,NA,NA,NA
1994,Diglossa_lafresnayii,AF006229,NA,EU647934,NA,NA,NA,NA,NA,NA,NA
1995,Diglossa_major,AF290155,NA,AF290118,NA,NA,NA,NA,NA,NA,NA
1996,Diglossa_mystacalis,EU647903,NA,EU647936,NA,NA,NA,NA,NA,NA,NA
1997,Diglossa_plumbea,EU647904,NA,EU647937,NA,NA,NA,NA,NA,NA,NA
1998,Diglossa_sittoides,EU647905,FJ027506,EU647938,NA,NA,NA,NA,NA,NA,NA
1999,Diglossa_venezuelensis,EU647906,NA,EU647940,NA,NA,NA,NA,NA,NA,NA
2000,Dinemellia_dinemelli,NA,NA,NA,NA,EF568264,NA,NA,NA,GU816935,GU816908
2001,Dinopium_javanense,EU556860,NA,DQ361305,NA,NA,NA,DQ352406,EU556915,DQ352421,NA
2002,Dinopium_shorii,DQ479273,NA,DQ479193,NA,NA,NA,DQ479209,NA,NA,NA
2003,Diomedea_amsterdamensis,U48948,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Diomedea_antipodensis,AF076047,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Diomedea_dabbenena,DEU48947,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Diomedea_epomophora,AF076049,AY369061,NA,NA,NA,NA,NA,NA,NA,NA
2007,Diomedea_exulans,DQ137208,DQ137168,NA,NA,DQ137229,NA,NA,NA,NA,NA
2008,Diomedea_sanfordi,DEU48946,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Diopsittaca_nobilis,AF370769,AF370752,DQ143308,NA,DQ143335,NA,NA,NA,NA,NA
2010,Discosura_conversii,NA,NA,AY830519,NA,NA,NA,AY830670 - Bfib intron 7,NA,NA,GU166988
2011,Discosura_langsdorffi,NA,NA,GU167223,NA,NA,NA,GU167113 - Bfib intron 7,NA,NA,GU166989
2012,Discosura_longicaudus,NA,NA,GU167224,NA,NA,NA,GU167114 - Bfib intron 7,NA,NA,GU166990
2013,Discosura_popelairii,NA,NA,EU042546,NA,NA,NA,EU042382 extraction (reversed),NA,NA,GU166991
2014,Diuca_diuca,EF529984,FJ027509,EF529870,NA,NA,NA,NA,NA,NA,NA
2015,Dives_dives,GU215207,EU442316,NA,NA,NA,NA,NA,NA,NA,NA
2016,Dives_warszewiczi,AF089021,NA,AF109962,NA,NA,NA,NA,NA,NA,NA
2017,Dolichonyx_oryzivorus,AF447367,DQ434587,AF290128,NA,NA,NA,NA,NA,NA,NA
2018,Doliornis_sclateri,DQ470498,NA,NA,NA,FJ501626,NA,NA,DQ470523,DQ470550,NA
2019,Dolospingus_fringilloides,AY705434,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Donacobius_atricapilla,AY352528,FJ027513,NA,NA,AY319979,EU680643,NA,FJ357915,DQ008533,EU680723
2021,Donacospiza_albifrons,NA,FJ027517,NA,NA,NA,NA,NA,NA,NA,NA
2022,Doryfera_johannae,NA,NA,EU042547,NA,NA,NA,EU042383 extraction (reversed),NA,NA,GU166992
2023,Doryfera_ludovicae,AY150652,NA,AY830477,NA,NA,NA,AY830628 - Bfib intron 7,NA,NA,GU166993
2024,Drepanoptila_holosericea,AF483345,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Dromaeocercus_brunneus,NA,NA,NA,NA,NA,EU680644,NA,NA,EU680593,EU680724
2026,Dromaius_novaehollandiae,NC_002784,NC_002784,NC_002784,NC_002784,NA,EU739191,EU739346 extraction,NA,EU739900,NA
2027,Dromas_ardeola,HM369461,NA,HM369460,NA,HM369459,NA,EU739407 extraction,NA,EU739957,NA
2028,Dromococcyx_pavoninus,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
2029,Dromococcyx_phasianellus,AF072628,NA,AF072597,NA,NA,NA,NA,NA,NA,NA
2030,Drymodes_brunneopygia,FJ821119,NA,FJ976508,NA,FJ821050,NA,NA,NA,FJ821085,NA
2031,Drymophila_caudata,AF118170,NA,AF118205,NA,NA,NA,NA,NA,NA,NA
2032,Drymophila_devillei,AF118180,NA,AF118210,NA,FJ461189,NA,NA,NA,NA,NA
2033,Drymophila_ferruginea,NA,EU119748,NA,NA,NA,NA,NA,NA,NA,NA
2034,Drymophila_genei,EF639944,NA,EF640011,EF640078,NA,EF639879,NA,NA,NA,NA
2035,Drymophila_ochropyga,NA,EU119750,NA,NA,NA,NA,NA,NA,NA,NA
2036,Drymophila_rubricollis,NA,FJ027518,NA,NA,NA,NA,NA,NA,NA,NA
2037,Drymophila_squamata,AY065722,EU119753,NA,NA,AY065751,NA,NA,AY677052,AY065780,NA
2038,Drymornis_bridgesii,AY065711,NA,GQ906713,AY489536,AY065740,GQ140115,AY489438,NA,AY065768,GQ140025
2039,Dryocopus_lineatus,DQ479270,AY940779,DQ479186,NA,NA,NA,AF240012,EU556901,DQ352439,NA
2040,Dryocopus_martius,EU556855,EF515805,DQ479185,NA,NA,NA,DQ188114,EU556909,DQ188140,NA
2041,Dryocopus_pileatus,DQ780879,DQ780879,DQ780879,DQ780879,NA,EU739248,DPU67902 - intron 7,NA,EU739958,NA
2042,Dryoscopus_cubla,NA,NA,AY529952,NA,AY443284,AY529985,NA,NA,AY529917,NA
2043,Dryoscopus_gambensis,NA,NA,AY529953,AF076296,NA,AY529986,NA,DQ406664,AY529918,NA
2044,Dryotriorchis_spectabilis,AY987255,NA,AY987074,NA,NA,NA,NA,NA,NA,NA
2045,Dubusia_taeniata,AY383098,NA,AY383171,NA,NA,NA,NA,NA,NA,NA
2046,Ducula_aenea,AF483331,NA,NA,NA,NA,NA,NA,NA,NA,NA
2047,Ducula_bicolor,AF182705,NA,NA,NA,NA,NA,AF182672 (reversed),NA,NA,NA
2048,Ducula_melanochroa,GU230690,GU230692,GU230691,NA,NA,NA,NA,NA,NA,NA
2049,Ducula_pacifica,AY443667,NA,NA,NA,NA,NA,AY443689 - intron 7,NA,NA,NA
2050,Ducula_pinon,AF483332,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051,Ducula_pistrinaria,AY443669,NA,NA,NA,NA,NA,AY443691 - intron 7,NA,NA,NA
2052,Ducula_rubricera,AY443668,GU230695,GU230693,NA,NA,NA,AY443690 - intron 7,NA,NA,NA
2053,Ducula_rufigaster,EF373277,EF373369,EF373331,NA,EF373502,NA,EF373479 - FIB intron 7,NA,NA,NA
2054,Ducula_zoeae,AF483333,NA,NA,NA,NA,NA,NA,NA,NA,NA
2055,Dulus_dominicus,AF285787,NA,FJ177336,NA,AY319980,NA,NA,NA,NA,NA
2056,Dumetella_carolinensis,AY352529,EF484216,AF140890,NA,AY319981,EF468323,EF471844,NA,AF140878,NA
2057,Dumetia_hyperythra,NA,NA,NA,NA,FJ358094,NA,NA,FJ357859,FJ357930,FJ358028
2058,Dysithamnus_mentalis,AY676948,FJ027520,EF640012,EF640079,FJ461181,EF639880,NA,AY677042,AY676995,GQ925877
2059,Dysithamnus_plumbeus,EF640005,EU119756,EF640072,EF640139,NA,EF639938,NA,NA,NA,NA
2060,Eclectus_roratus,AF346385,EU621615,EU327619,NA,GQ505244,NA,NA,NA,NA,NA
2061,Egretta_caerulea,AF193825,DQ432901,NA,NA,NA,NA,NA,NA,NA,NA
2062,Egretta_eulophotes,NC_009736,NC_009736,NC_009736,NC_009736,NA,NA,NA,NA,NA,NA
2063,Egretta_garzetta,AB600557,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,Egretta_novaehollandiae,DQ780878,DQ780878,DQ780878,DQ780878,NA,NA,NA,NA,NA,NA
2065,Egretta_rufescens,U83153,DQ432902,NA,NA,NA,NA,NA,NA,NA,NA
2066,Egretta_thula,AF193826,DQ433595,NA,NA,NA,NA,AY695237,NA,NA,EF552719
2067,Egretta_tricolor,AF193824,DQ432903,NA,NA,NA,NA,AY695236,NA,NA,NA
2068,Elaenia_albiceps,NA,EU232770,EU311175,AY489517,FJ501627,EU311156,AY489419,NA,NA,NA
2069,Elaenia_chiriquensis,DQ294499,EU232773,DQ294543,DQ294412,NA,DQ294455,NA,NA,NA,NA
2070,Elaenia_cristata,NA,EU232798,EU311055,NA,NA,EU311132,NA,NA,NA,NA
2071,Elaenia_dayi,NA,NA,EU311094,NA,NA,EU311123,NA,NA,NA,NA
2072,Elaenia_fallax,NA,NA,EU311089,NA,NA,EU311113,NA,NA,NA,NA
2073,Elaenia_flavogaster,AF453807,EU442307,EF501906,NA,AY064261,EU311118,NA,DQ435464,AY064254,DQ435480
2074,Elaenia_frantzii,NA,NA,EU311049,NA,NA,EU311120,NA,NA,NA,NA
2075,Elaenia_gigas,NA,NA,EU311092,NA,NA,EU311126,NA,NA,NA,NA
2076,Elaenia_martinica,AF310069,NA,EU311061,NA,NA,EU311119,NA,NA,NA,NA
2077,Elaenia_mesoleuca,NA,EU232775,EU310944,NA,NA,EU310938,NA,NA,NA,NA
2078,Elaenia_obscura,NA,EU232788,EU311077,NA,NA,EU311135,NA,NA,NA,NA
2079,Elaenia_pallatangae,NA,NA,EU311184,NA,NA,EU311146,NA,NA,NA,NA
2080,Elaenia_parvirostris,NA,EU232777,EU311102,NA,NA,EU311114,NA,NA,NA,NA
2081,Elaenia_pelzelni,NA,NA,EU311080,NA,NA,EU311130,NA,NA,NA,NA
2082,Elaenia_ruficeps,NA,NA,EF501917,NA,NA,EF501829,NA,NA,NA,NA
2083,Elaenia_spectabilis,NA,FJ027539,EU311065,NA,FJ501628,EU311131,NA,NA,NA,NA
2084,Elaenia_strepera,NA,FJ027541,EU311098,NA,NA,EU311138,NA,NA,NA,NA
2085,Elanoides_forficatus,AY987241,DQ432906,AY987060,NA,EF078723,NA,AY987169 - intron 7,NA,NA,EU012118
2086,Elanus_caeruleus,NA,NA,NA,NA,EF078724,NA,NA,NA,NA,EU012105
